bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Lexile
5996153-blood-promise,Blood Promise,Vampire Academy #4,Richelle Mead (Goodreads Author),4.32,"Bound by love, but sworn to kill...The world thought Dimitri was dead. And to a certain extent, he was. But I hadn't been able to forget a conversation he and I had once had. We'd both agreed that we'd rather be dead - truly dead - than walk the world as Strigoi. It was time to honor our words.Guardian Rose Hathaway's life will never be the same. The recent attack on St. Vladimir's Academy devastated the entire Moroi world. Many are dead. And, for the few victims carried off by Strigoi, their fates are even worse. A rare tattoo now adorns Rose's neck; a mark that says she's killed far too many Strigoi to count.But only one victim matters... Dimitri Belikov. Rose must now choose one of two very different paths: honoring her life's vow to protect Lissa—her best friend and the last surviving Dragomir princess—or, dropping out of the Academy to strike out on her own and hunt down the man she loves. She'll have to go to the ends of the earth to find Dimitri and keep the promise he begged her to make. But the question is, when the time comes, will he want to be saved?Now, with everything at stake—and worlds away from St. Vladimir's and her unguarded, vulnerable, and newly rebellious best friend—can Rose find the strength to destroy Dimitri? Or, will she sacrifice herself for a chance at eternal love?Readers who fell in love with Rose, Lissa, and Dimitri won't want to miss Blood Promise, the much-anticipated, epic fourth novel in Richelle Mead's enthralling Vampire Academy series.",English,9.7816E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Sydney Sage', 'Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Mia Rinaldi', 'Janine Hathaway', 'Avery Lazar', 'Jillian Mastrano', 'Abe Mazur', 'Rosemarie ""Rose"" Hathaway', 'Olena Belikov']",Hardcover,,503,Razorbill,08/25/09,08/28/09,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)"", 'Goodreads Choice Award Nominee for Young Adult Series (2009)']",276134,"['149461', '80313', '35691', '7610', '3059']",96,"['Montana (United States)', 'Baia (Russia)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442530605l/5996153.jpg,89997,1026,3.73,700L
18335634-clockwork-princess,Clockwork Princess,The Infernal Devices #3,Cassandra Clare (Goodreads Author),4.57,"Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. For though Tessa and Jem are now engaged, Will is as much in love with her as ever.As those who love Tessa rally to rescue her from Mortmain’s clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?Danger and betrayal, secrets and enchantment, and the tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy.",English,9.78141E+12,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'Angels', 'Fiction', 'Historical']","['Theresa ""Tessa"" Gray', 'Magnus Bane', 'William Herondale', 'James ""Jem"" Carstairs', 'Henry Branwell', 'Charlotte Branwell', 'Gideon Lightwood', 'Gabriel Lightwood', 'Sophie Collins', 'Cecily Herondale']",Paperback,,567,Walker Books Ltd,2009/5/13,03/19/13,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)'],337166,"['236558', '68244', '23477', '5794', '3093']",97,"['York, Yorkshire, England', 'London, England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436788488l/18335634._SY475_.jpg,87055,974,4,840L
561456.The_Titan_s_Curse,The Titan's Curse,Percy Jackson and the Olympians #3,Rick Riordan (Goodreads Author),4.35,"It's not everyday you find yourself in combat with a half-lion, half-human.

But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.

Oh, and guess what? The Oracle has predicted that not all of us will survive...",English,9.78014E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']","['Artemis (Goddess)', 'Nico di Angelo', 'Thalia Grace', 'Tyson', 'Annabeth Chase', 'Demeter (Goddess)', 'Grover Underwood', 'Zeus (God)', 'Dionysus (mythology)', 'Ares (god)', 'Athena (Greek goddess)', 'Hera', 'Atlas', 'Luke', 'Poseidon (God)', 'Zöe', 'Chiron', 'Mr. Chase', 'Dr. Thorn', 'Aphrodite', 'Bianca di Angelo', 'Percy Jackson']",Paperback,,320,Puffin Books,2005/5/7,2001/1/7,['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)'],686287,"['358399', '225767', '87125', '11424', '3572']",98,['United States of America'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385l/561456.jpg,84481,1017,3.43,630L
28186.The_Sea_of_Monsters,The Sea of Monsters,Percy Jackson and the Olympians #2,Rick Riordan (Goodreads Author),4.24,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come.",English,9.78079E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Urban Fantasy', 'Greek Mythology', 'Magic']","['Tyson', 'Annabeth Chase', 'Grover Underwood', 'Luke Castellan', 'Ares (god)', 'Circe', 'Blackbeard', 'Chiron', 'Hermes', 'Polyphemus', 'Clarisse', 'Percy Jackson']",Hardcover,,279,Hyperion Books,2004/1/6,,[],748643,"['349124', '258038', '118851', '18166', '4464']",97,"['Miami, Florida (United States)', 'Atlantic Ocean', 'Bermuda Triangle']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661l/28186.jpg,84023,1011,1.91,680L
191139.Oh_the_Places_You_ll_Go_,"Oh, the Places You'll Go!",,Dr. Seuss,4.35,"For out-starting upstarts of all ages, here is a wonderfully wise and blessedly brief graduation speech from the one and only Dr. Seuss. In his inimitable, humorous verse and pictures, he addresses the Great Balancing Act (life itself, and the ups and downs it presents) while encouraging us to find the success that lies within us.
  
  And will you succeed?Yes! You will indeed!(98 and ¾ percent guaranteed.)
  
A modern classic, Oh, the Places You'll Go! was first published one year before Dr. Seuss's death at the age of eighty-seven. In a mere fifty-six pages, Dr, Seuss managed to impart a lifetime of wisdom. It is the perfect send-off for children starting out in the maze of life, be they nursery school grads or newly-minted PhD's. Everyone will find it inspired good fun.",English,9.78068E+12,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",[],Hardcover,,44,Random House Books for Young Readers,01/22/90,,[],328451,"['194372', '77411', '40683', '10548', '5437']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421708635l/191139.jpg,78977,1005,5.01,AD600L
3008.A_Little_Princess,A Little Princess,,"Frances Hodgson Burnett, Nancy Bond (Foreword)",4.2,"Sara Crewe, an exceptionally intelligent and imaginative student at Miss Minchin's Select Seminary for Young Ladies, is devastated when her adored, indulgent father dies. Now penniless and banished to a room in the attic, Sara is demeaned, abused, and forced to work as a servant. How this resourceful girl's fortunes change again is at the center of A Little Princess, one of the best-loved stories in all of children's literature. This unique and fully annotated edition appends excerpts from Frances Hodgson Burnett's original 1888 novella Sara Crewe and the stage play that preceded the novel, as well as an early story, ""Behind the White Brick,"" allowing readers to see how A Little Princess evolved. In his delightful introduction, U. C. Knoepflmacher considers the fairy-tale allusions and literary touchstones that place the book among the major works of Victorian literature, and shows it to be an exceptionally rich and resonant novel.",English,9.78014E+12,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Literature', 'Juvenile', 'Novels']","['Sara Crewe', 'Ralph Crewe', 'Maria Minchin', 'Ermengarde St. John', 'Becky', 'Lottie Legh', 'Thomas Carrisford', 'Ram Dass (A Little Princess)']",Paperback,Penguin Classics,242,Penguin Books,02/26/02,10/28/05,[],271682,"['125920', '90315', '42716', '8420', '4311']",95,"['London, England', 'England', 'United Kingdom']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868556l/3008.jpg,67387,857,2.87,320L
6527740-last-sacrifice,Last Sacrifice,Vampire Academy #6,Richelle Mead (Goodreads Author),4.39,"They come first.My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: The world of the dead won't give you up a second time. Just before the light completely vanished, I saw Dimitri's face join Lissa's. I wanted to smile. I decided then that if the two people I loved most were safe, I could leave this world.The dead could finally have me.Rose Hathaway has always played by her own rules. She broke the law when she ran away from St. Vladimir's Academy with her best friend and last surviving Dragomir princess, Lissa. She broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. And she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come.Now the law has finally caught up with Rose - for a crime she didn't even commit. She's in prison for the highest offense imaginable: the assassination of a monarch. She'll need help from both Dimitri and Adrian to find the one living person who can stall her execution and force the Moroi elite to acknowledge a shocking new candidate for the royal throne: Vasilisa Dragomir.But the clock on Rose's life is running out. Rose knows in her heart the world of the dead wants her back...and this time she is truly out of second chances. The big question is, when your whole life is about saving others, who will save you?Join Rose, Dimitri, Adrian, and Lissa in Last Sacrifice, the epic, unforgettable finale to Richelle Mead's international #1 bestselling Vampire Academy series.",English,9.7816E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Sydney Sage', 'Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Victor Dashkov', 'Janine Hathaway', 'Jillian Mastrano', 'Abe Mazur', 'Natasha Ozera', 'Rosemarie ""Rose"" Hathaway']",Hardcover,1st Edition,594,Razorbill,2012/7/10,,['Goodreads Choice Award Nominee for Young Adult Fantasy (2010)'],254915,"['152433', '64589', '27052', '6894', '3947']",96,"['Pennsylvania (United States)', 'West Virginia (United States)', 'Ann Arbor, Michigan (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978l/6527740._SY475_.jpg,65555,769,3.8,HL690L
144974.The_Velveteen_Rabbit,The Velveteen Rabbit,,"Margery Williams Bianco, William Nicholson (Illustrator)",4.29,"Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.Like the Skin Horse, Margery Williams understood how toys—and people—become real through the wisdom and experience of love. This reissue of a favorite classic, with the original story and illustrations as they first appeared in 1922, will work its magic for all who read it.",English,9.78038E+12,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult', 'Juvenile', 'Kids', 'Short Stories']",[],Paperback,,40,Avon,04/01/87,10/28/22,['Lewis Carroll Shelf Award (1971)'],221550,"['119375', '61083', '30637', '6794', '3661']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913l/144974.jpg,62439,837,5.9,540L
6148028-catching-fire,Catching Fire,The Hunger Games #2,Suzanne Collins,4.29,"SPARKS ARE IGNITING.FLAMES ARE SPREADING.AND THE CAPITAL WANTS REVENGE.Against all odds, Katniss Everdeen has survived the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol - a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. Katniss is about to be tested as never before.",English,9.78044E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']","['Katniss Everdeen', 'Peeta Mellark', 'Primrose Everdeen', 'Gale Hawthorne', 'Effie Trinket', 'Haymitch Abernathy', 'Cinna', 'Finnick Odair', 'Johanna Mason', 'President Coriolanus Snow', 'Madge Undersee', 'Caesar Flickerman', 'Twill', 'Cashmere', 'Gloss', 'Enobaria', 'Beetee', 'Wiress', 'Mags', 'Blight', 'Woof', 'Cecilia', 'Chaff', 'Seeder', 'Plutarch Heavensbee', 'Octavia (Hunger Games)', 'Portia (hunger Games)']",Hardcover,First Edition,391,Scholastic Press,2009/1/9,,"['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",2514084,"['1242565', '860651', '332103', '62368', '16397']",97,"['District 12, Panem', 'Capitol, Panem', 'Panem (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg,62004,760,3.66,820L
7736182-the-lost-hero,The Lost Hero,The Heroes of Olympus #1,Rick Riordan (Goodreads Author),4.33,"JASON HAS A PROBLEM. He doesn’t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They’re all students at the Wilderness School, a boarding school for “bad kids,"" as Leo puts it. What did Jason do to end up here? And where is here, exactly? Jason doesn't know anything—except that everything seems very wrong.PIPER HAS A SECRET. Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesn’t understand her dream, or why her boyfriend suddenly doesn’t recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling she’s going to find out, whether she wants to or not.LEO HAS A WAY WITH TOOLS. When he sees his cabin at Camp Half-Blood, filled with power tools and machine parts, he feels right at home. But there’s weird stuff, too—like the curse everyone keeps talking about, and some camper who's gone missing. Weirdest of all, his bunkmates insist that each of them—including Leo—is related to a god. Does this have anything to do with Jason's amnesia, or the fact that Leo keeps seeing ghosts?Join new and old friends from Camp Half-Blood in this thrilling first book in The Heroes of Olympus series. Best-selling author Rick Riordan has pumped up the action, humor, suspense, and mystery in an epic adventure that will leave readers panting for the next installment.",English,9.78142E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Young Adult Fantasy']","['Leo Valdez', 'Thalia Grace', 'Annabeth Chase', 'Hera', 'Juno', 'Rachel Elizabeth Dare', 'Jason Grace', 'Piper McLean', 'Will Solace']",Hardcover,First Edition,553,Disney ● Hyperion Books,2010/12/10,,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2011)"", 'Evergreen Teen Book Award (2013)', 'Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)']",624124,"['334145', '192381', '75449', '15003', '7146']",96,"['New York City, New York (United States)', 'Detroit, Michigan (United States)', 'San Francisco, California (United States)', 'Quebec City, Quebec (Canada)', 'Chicago, Illinois (United States)', 'Omaha, Nebraska (United States)', 'Walnut Creek (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY475_.jpg,61758,746,10.25,660L
6479259-spirit-bound,Spirit Bound,Vampire Academy #5,Richelle Mead (Goodreads Author),4.35,"Salvation has its price . . .The words stunned Adrian for a moment, but he kept going. ""You're lying. What you're describing is impossible. There's no way to save a Strigoi. When they're gone, they're gone. They're dead. Undead. Forever.""Robert's next words weren't directed at Adrian. They were spoken to me. ""That which is dead doesn't always stay dead....""After a long and heartbreaking journey to Siberia, Dimitri’s birthplace, Rose Hathaway has finally returned to St. Vladimir’s—and to her best friend, Lissa Dragomir. It's graduation, and the girls can’t wait for their real lives outside the academy’s cold iron gates to finally begin. But even with the intrigue and excitement of court life looming, Rose’s heart still aches for Dimitri. He’s out there, somewhere.She failed to kill him when she had the chance, and now her worst fears are about to come true. Dimitri has tasted her blood, and she knows in her heart that he is hunting her. And if Rose won't join him, he won't rest until he has silenced her . . . forever.But Rose can't forget what she learned on her journey—whispers of a magic too impossible and terrifying to comprehend. A magic inextricably tied to Lissa that could hold the answer to all of Rose's prayers, but not without devastating consequences. Now Rose will have to decide what—and who—matters most to her. And in the end, is true love really worth the price?Fall in love with Rose and Dimitri all over again in Spirit Bound, the eagerly awaited fifth novel in Richelle Mead's enthralling Vampire Academy series.",English,9.7816E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Victor Dashkov', 'Mia Rinaldi', 'Jillian Mastrano', 'Abe Mazur', 'Natasha Ozera', 'Rosemarie ""Rose"" Hathaway']",Hardcover,1st Edition,489,Razorbill,05/18/10,,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2011)"", 'Teen Read Award Nominee for Best Series (2010)', 'Goodreads Choice Award for Goodreads Author and Nominee for Favorite Book (2010)']",260072,"['144893', '74321', '30775', '6876', '3207']",96,"['Montana (United States)', 'Las Vegas, Nevada (United States)', 'Alaska (United States)', 'Pennsylvania (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291168967l/6479259._SY475_.jpg,61129,724,4.59,HL730L
135479.Cat_s_Cradle,Cat's Cradle,,Kurt Vonnegut Jr.,4.16,"Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...",English,9.78014E+12,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia', 'American', 'Fantasy', '20th Century']","['Bokonon', 'Angela Hoenikker', 'Emily Hoenikker', 'Frank Hoenikker', 'Newt Hoenikker', '""Papa"" Monzano', 'Mona Aamons Monzano', 'John   --']",Paperback,,179,Penguin,10/28/99,10/28/63,['Hugo Award Nominee for Best Novel (1964)'],338863,"['143040', '126553', '54552', '11015', '3703']",96,"['San Lorenzo', 'Ilium (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150l/135479.jpg,59087,720,5.69,790L
4069.Man_s_Search_for_Meaning,Man's Search for Meaning,,"Viktor E. Frankl, Harold S. Kushner (Foreword), William J. Winslade (Afterword), Isle Lasch (Translator)",4.36,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.",English,9.78081E+12,"['Nonfiction', 'Psychology', 'Philosophy', 'History', 'Memoir', 'Self Help', 'Biography', 'Classics', 'Holocaust', 'Spirituality']",[],Paperback,,165,Beacon Press,2006/1/6,10/28/46,[],400761,"['221757', '119918', '44536', '9508', '5042']",96,"['Auschwitz (Poland)', 'Dachau (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY475_.jpg,56302,657,7.37,1300L
12691.Marley_and_Me,Marley and Me: Life and Love With the World's Worst Dog,,John Grogan,4.13,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no good—Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.",English,9.78074E+12,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Humor', 'Biography Memoir', 'Adult', 'Contemporary', 'Autobiography']","['Jenny', 'Patrick Grogan', 'Marley', 'Conor Grogan', 'Colleen Grogan', 'Família Grogan', 'John Grogan']",Hardcover,,291,William Morrow; 1ST edition,10/18/05,,['Puddly Award for Nonfiction (2007)'],440572,"['189301', '151102', '76944', '16780', '6445']",95,['United States of America'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322l/12691.jpg,54671,686,5.29,990L
39832183-the-guernsey-literary-and-potato-peel-pie-society,The Guernsey Literary and Potato Peel Pie Society,,"Mary Ann Shaffer, Annie Barrows",4.17," #1 NEW YORK TIMES BESTSELLER - NOW A MAJOR MOTION PICTURE ON NETFLIX - A remarkable tale of the island of Guernsey during the German Occupation, and of a society as extraordinary as its name. ""I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers."" January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she's never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb...As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends—and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society—born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island—boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all.Juliet begins a remarkable correspondence with the society's members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever.Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises and of finding connection in the most surprising ways.",English,9.78198E+12,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'World War II', 'Book Club', 'War', 'Adult', 'Adult Fiction', 'Books About Books']","['Sophie Kintock', 'Juliet Ashton', 'Dawsey Adams', 'Susan Scott', 'Sidney Stark', 'Elizabeth McKenna', 'Isola Pribby', 'Markham V. Reynolds, Jr.', 'Kit McKenna', 'Adelaide Addison', 'Eben Ramsey', 'Amelia Maugery', 'John Booker', 'Christian Hellman', 'Will Thisbee', 'Clovis Fossey', 'Thomson Stubbins', 'Clara Saussey', 'Sally Ann Frobisher']",Paperback,Movie Tie-In Edition,291,Dial Press,2007/10/18,07/29/08,"['Indies Choice Book Award for Best Indie Buzz Book (Fiction) (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",610392,"['266691', '220413', '91717', '22141', '9430']",95,"['United Kingdom', 'Guernsey']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529026760l/39832183.jpg,51409,628,3.65,930L
10614.Misery,Misery,,Stephen King (Goodreads Author),4.17,"Alternate cover editions here and here.Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.",English,9.78045E+12,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Novels', 'Adult', 'Mystery Thriller', 'Crime', 'Drama']","['Paul Sheldon', 'Annie Wilkes']",Paperback,,370,New English Library,11/01/88,06/08/87,"['Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)']",498604,"['217202', '177547', '81265', '16145', '6445']",95,"['Sidewinder, Colorado (United States)', 'Colorado (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,50005,652,1.12,640L
6294.Howl_s_Moving_Castle,Howl's Moving Castle,Howl's Moving Castle #1,Diana Wynne Jones,4.26,"An alternative cover for this ISBN can be found hereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.",English,9.78006E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Magic', 'Middle Grade', 'Childrens', 'Adventure', 'Classics', 'Young Adult Fantasy']","['Michael (angel)', 'Wizard Howl', 'Sophie Hatter', 'Calcifer', 'Witch of the Waste', 'Lily Angorian']",Mass Market Paperback,Greenwillow Books,329,Harper Trophy,2008/1/1,04/28/86,"[""Phoenix Award (Children's Literature Association) (2006)"", 'Boston Globe-Horn Book Award (1987)']",215856,"['108212', '69315', '27984', '6807', '3538']",95,"['Ingary', 'Porthaven', 'Wales']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407450489l/6294.jpg,49956,596,5.95,800L
